Unnamed: 0,Unnamed: 1
350,10.56656
351,10.3672
352,10.19924
353,10.07762
354,9.99136
355,9.94962
356,9.96652
357,9.98248
358,10.00626
359,10.0673
360,10.1453
361,10.2244
362,10.23286
363,10.18372
364,10.08414
365,9.96924
366,9.8402
367,9.6981
368,9.59098
369,9.51096
370,9.44392
371,9.40836
372,9.40446
373,9.41098
374,9.45376
375,9.5372
376,9.60444
377,9.647
378,9.65504
379,9.68522
380,9.71034
381,9.69372
382,9.6797
383,9.67134
384,9.66882
385,9.6728
386,9.68076
387,9.67222
388,9.67712
389,9.7072
390,9.7552
391,9.8315
392,9.94246
393,10.06192
394,10.19464
395,10.3463
396,10.50276
397,10.6511
398,10.76526
399,10.86274
400,10.94184
401,10.98818
402,11.01792
403,11.0367
404,11.0464
405,11.07234
406,11.12346
407,11.16158
408,11.19526
409,11.22878
410,11.27994
411,11.33838
412,11.39004
413,11.44396
414,11.499
415,11.55354
416,11.6075
417,11.65574
418,11.6885
419,11.70624
420,11.71232
421,11.72318
422,11.7356
423,11.74786
424,11.74364
425,11.74176
426,11.74724
427,11.71942
428,11.67706
429,11.63336
430,11.58922
431,11.55492
432,11.53802
433,11.54734
434,11.57892
435,11.62654
436,11.69286
437,11.77672
438,11.87668
439,11.98752
440,12.1097
441,12.24784
442,12.36916
443,12.47336
444,12.56832
445,12.65552
446,12.74152
447,12.85184
448,12.97002
449,13.09024
450,13.20974
451,13.29604
452,13.34244
453,13.34314
454,13.3418
455,13.35862
456,13.38448
457,13.39624
458,13.39148
459,13.45424
460,13.5189
461,13.56112
462,13.60592
463,13.64468
464,13.67654
465,13.72966
466,13.78216
467,13.81856
468,13.86594
469,13.89822
470,13.8961
471,13.86716
472,13.83568
473,13.8241
474,14.00394
475,14.20832
476,14.31298
477,14.3094
478,14.25618
479,14.19874
480,14.16624
481,14.1507
482,14.14768
483,14.147
484,14.16874
485,14.22728
486,14.27422
487,14.3071
488,14.32262
489,14.36446
490,14.41248
491,14.45326
492,14.51406
493,14.58398
494,14.65512
495,14.70018
496,14.7473
497,14.8169
498,14.87984
499,14.9422
500,15.00722
501,15.06904
502,15.1231
503,15.16798
504,15.2138
505,15.25378
506,15.28612
507,15.31808
508,15.35402
509,15.39466
510,15.42348
511,15.45582
512,15.49554
513,15.53972
514,15.58122
515,15.62058
516,15.67016
517,15.70898
518,15.74042
519,15.80242
520,15.84656
521,15.88052
522,15.93796
523,15.99478
524,16.04806
525,16.09514
526,16.1494
527,16.2054
528,16.2559
529,16.29374
530,16.33058
531,16.3825
532,16.4272
533,16.45958
534,16.47536
535,16.4989
536,16.52602
537,16.5596
538,16.64232
539,16.74514
