Unnamed: 0,Unnamed: 1
350,14.0832
351,13.5958
352,13.1446
353,12.76397
354,12.4284
355,12.1674
356,12.01033
357,11.9474
358,11.96523
359,12.0418
360,12.08083
361,12.05927
362,11.95663
363,11.76227
364,11.47667
365,11.11867
366,10.7276
367,10.3414
368,10.0142
369,9.73633
370,9.4851
371,9.32597
372,9.26713
373,9.28113
374,9.34247
375,9.4326
376,9.4169
377,9.34777
378,9.2616
379,9.09963
380,8.8858
381,8.6539
382,8.3995
383,8.1407
384,7.9131
385,7.72917
386,7.58503
387,7.42803
388,7.3283
389,7.31017
390,7.33757
391,7.4213
392,7.56377
393,7.76387
394,7.98727
395,8.19413
396,8.32857
397,8.3716
398,8.303
399,8.14227
400,7.88923
401,7.52433
402,7.19567
403,6.94303
404,6.78883
405,6.70043
406,6.65887
407,6.65093
408,6.6573
409,6.65983
410,6.68693
411,6.7351
412,6.80043
413,6.85727
414,6.90393
415,6.93423
416,6.97893
417,7.02443
418,7.0298
419,7.03817
420,7.05027
421,7.04223
422,7.01503
423,6.9705
424,6.94057
425,6.91887
426,6.90527
427,6.9226
428,6.95037
429,6.97313
430,6.99867
431,7.0292
432,7.0661
433,7.125
434,7.19373
435,7.25593
436,7.3169
437,7.37723
438,7.4386
439,7.48837
440,7.53017
441,7.57523
442,7.6177
443,7.65577
444,7.6861
445,7.71487
446,7.74523
447,7.79203
448,7.81427
449,7.8013
450,7.74197
451,7.71163
452,7.71843
453,7.71013
454,7.69207
455,7.66757
456,7.67203
457,7.67783
458,7.67603
459,7.6894
460,7.6999
461,7.7021
462,7.7151
463,7.72893
464,7.73997
465,7.75057
466,7.75707
467,7.7571
468,7.765
469,7.7754
470,7.78557
471,7.8518
472,7.9178
473,7.94103
474,7.9001
475,7.82843
476,7.75237
477,7.7343
478,7.74877
479,7.7786
480,7.81133
481,7.84293
482,7.86953
483,7.89207
484,7.9263
485,7.98413
486,8.02797
487,8.0726
488,8.12797
489,8.18043
490,8.2377
491,8.30503
492,8.37517
493,8.4481
494,8.52323
495,8.57767
496,8.6335
497,8.70647
498,8.7668
499,8.8315
500,8.91177
501,8.98053
502,9.0526
503,9.13373
504,9.22623
505,9.31
506,9.37937
507,9.46903
508,9.55373
509,9.62823
510,9.74063
511,9.84943
512,9.94533
513,10.04223
514,10.14503
515,10.2521
516,10.34773
517,10.45263
518,10.5718
519,10.70813
520,10.84033
521,10.96577
522,11.0851
523,11.2121
524,11.3543
525,11.5299
526,11.68347
527,11.82427
528,11.96763
529,12.10247
530,12.24127
531,12.40133
532,12.56283
533,12.72627
534,12.8919
535,13.07323
536,13.2536
537,13.423
538,13.5775
539,13.7388
540,13.9141
541,14.08197
542,14.25263
543,14.4298
544,14.62263
545,14.81003
546,14.9908
547,15.1666
548,15.36567
549,15.57513
550,15.76553
551,15.97173
552,16.1759
553,16.3606
554,16.56427
555,16.76973
556,16.96587
557,17.17163
558,17.38807
559,17.61237
560,17.81597
561,18.01937
562,18.22503
563,18.42597
564,18.6361
565,18.84867
566,19.04947
567,19.2445
568,19.44047
569,19.64363
570,19.85323
571,20.04523
572,20.21163
573,20.40333
574,20.58747
575,20.75843
576,20.93273
577,21.09777
578,21.25567
579,21.41437
580,21.57663
581,21.7252
582,21.84473
583,21.98423
584,22.12263
585,22.24937
586,22.374
587,22.4901
588,22.5982
589,22.70523
590,22.80693
591,22.91147
592,23.03363
593,23.1202
594,23.20103
595,23.29717
596,23.3895
597,23.46917
598,23.5365
599,23.60183
600,23.6786
601,23.75483
602,23.8068
603,23.85927
604,23.91037
605,23.95923
606,24.01683
607,24.0578
608,24.08797
